Time(s),x(mm),y(mm),behavior,Neuron 1,Neuron 2,Neuron 3,Neuron 4,Neuron 5,Neuron 6,Neuron 7,Neuron 8,Neuron 9,Neuron 10,Neuron 11,Neuron 12,Neuron 13,Neuron 14,Neuron 15,Neuron 16,Neuron 17,Neuron 18,Neuron 19,Neuron 20,Neuron 21,Neuron 22,Neuron 23,Neuron 24,Neuron 25,Neuron 26,Neuron 27,Neuron 28,Neuron 29,Neuron 30,Neuron 31,Neuron 32,Neuron 33,Neuron 34,Neuron 35,Neuron 36,Neuron 37,Neuron 38,Neuron 39,Neuron 40,Neuron 41,Neuron 42,Neuron 43,Neuron 44,Neuron 45,Neuron 46,Neuron 47,Neuron 48,Neuron 49,Neuron 50,Neuron 51,Neuron 52,Neuron 53,Neuron 54,Neuron 55,Neuron 56
30.165,-6.5186,1.6774,1,0.20424,0.2057,0.34165,-0.10934,-0.069618,0.30057,0.10388,0.4522,0.39898,0.12573,0.0328,0.58766,0.89204,0.70728,0.25052,0.050079,0.038368,-0.044999,-0.028269,-0.03819,-0.032967,-0.16992,-0.076401,0.10562,0.20607,0.20305,-0.032715,0.27019,0.15533,0.047485,-0.099063,-0.018194,-0.22299,-0.17127,0.067154,-0.082134,-0.15863,0.081096,-0.10464,-0.064808,-0.18282,-0.18466,-0.1478,-0.11919,-0.011649,-0.17161,0.097829,0.14389,-0.040657,-0.076631,0.033069,-0.060589,0.022613,-0.056237,0.011157,-0.071614
30.33,-6.5248,1.6809,1,0.085363,0.16145,0.28579,-0.098189,-0.1416,0.27783,0.11336,0.45357,0.42442,0.12014,0.066394,0.57181,0.8234,0.74213,0.33,0.051193,0.10571,-0.041072,-0.016088,-0.015467,-0.072878,-0.15785,-0.11246,0.094577,0.1846,0.20231,-0.014283,0.36418,0.19662,0.072657,-0.044503,-0.036585,-0.20576,-0.14019,0.088953,0.0044152,-0.1162,0.18601,-0.17143,-0.069179,-0.22241,-0.19192,-0.15904,-0.19218,-0.042409,-0.18055,0.060038,0.11929,-0.073797,-0.088213,0.031842,-0.07933,0.016487,-0.11931,-0.019325,-0.049389
30.5,-6.5382,1.6869,1,-0.028721,0.098615,0.212,-0.080809,-0.20025,0.26985,0.12284,0.4281,0.43362,0.13135,0.050334,0.60489,0.7527,0.70906,0.4227,0.18133,0.15102,-0.0081889,-0.0039068,-0.0060326,-0.12448,-0.14578,-0.10954,0.086959,0.16314,0.217,0.026858,0.41207,0.2456,0.44511,-0.019499,-0.04842,-0.18834,-0.091141,0.14084,0.094063,-0.063673,0.26078,-0.19929,-0.080747,-0.22282,-0.19299,-0.15704,-0.25446,-0.050841,-0.18119,0.04633,0.098692,-0.12061,-0.081048,0.025474,-0.11914,0.018555,-0.14639,-0.067847,-0.038368
30.667,-6.54,1.6899,1,-0.085894,0.054543,0.17113,-0.077768,-0.22357,0.30563,0.15588,0.36384,0.42659,0.13916,0.14668,0.63412,0.70997,0.65689,0.53453,0.28486,0.19126,0.093381,0.043492,0.015316,-0.095203,-0.12073,-0.11193,0.10731,0.15761,0.22386,0.11075,0.38786,0.2967,0.80966,0.0090573,0.0075738,-0.17093,-0.030889,0.20354,0.1949,0.034028,0.32731,-0.17944,-0.04946,-0.20437,-0.19516,-0.16065,-0.2569,-0.030538,-0.1746,-0.01305,0.093014,-0.17382,-0.092092,-0.00040453,-0.17099,0.020624,-0.15493,-0.1285,-0.057652
30.831,-6.5506,1.6945,1,-0.093121,0.027281,0.11808,-0.071539,-0.18051,0.34611,0.14569,0.29174,0.39269,0.1622,0.26057,0.67997,0.67472,0.61824,0.62532,0.40372,0.18778,0.18893,0.083802,0.043772,-0.065923,-0.12681,-0.11636,0.12767,0.2086,0.23855,0.18871,0.38407,0.34082,1.1638,0.10336,0.071114,-0.13379,0.0089024,0.30222,0.28634,0.15131,0.36163,-0.10849,-0.061028,-0.14621,-0.19865,-0.16864,-0.25935,-0.012721,-0.17135,-0.004724,0.10599,-0.20538,-0.089918,-0.025786,-0.17811,0.015819,-0.12195,-0.14671,-0.082045
30.996,-6.5458,1.6883,1,-0.05596,0.0087917,0.065034,-0.059261,-0.12836,0.38659,0.13549,0.22547,0.3573,0.17128,0.37446,0.70919,0.61696,0.54551,0.6654,0.50916,0.18271,0.26207,0.094956,0.069922,-0.050092,-0.095497,-0.12371,0.13217,0.29018,0.22536,0.27304,0.30801,0.28624,1.2692,0.20267,0.1455,-0.067793,0.042214,0.33885,0.36697,0.2686,0.36125,-0.0072585,-0.073155,-0.086279,-0.19801,-0.19802,-0.26361,0.0050946,-0.18452,0.00060991,0.098508,-0.22552,-0.10492,-0.058981,-0.20156,8.83E-05,-0.067472,-0.16493,-0.12913
31.167,-6.5795,1.6972,1,-0.018799,-0.024243,0.044958,-0.029815,-0.077577,0.46683,0.11656,0.19732,0.32191,0.20433,0.41737,0.75624,0.59059,0.48312,0.67787,0.54304,0.21682,0.29651,0.11722,0.096073,-0.034261,-0.00046237,-0.13107,0.13525,0.39789,0.29732,0.3419,0.27392,0.23167,1.3371,0.32589,0.21053,-0.0053616,0.072455,0.38467,0.39977,0.34768,0.38577,0.093978,-0.067648,-0.057202,-0.1954,-0.17557,-0.26634,-0.010166,-0.19768,0.015442,0.083706,-0.19639,-0.092636,-0.075617,-0.22762,-0.019361,-0.012438,-0.17758,-0.17678
31.334,-6.5761,1.6972,1,0.0058173,-0.0096953,0.042819,0.0048981,-0.0087399,0.52001,0.10778,0.20314,0.35042,0.21906,0.44047,0.7234,0.62561,0.47318,0.66844,0.42304,0.22919,0.3174,0.14439,0.10981,-0.014959,0.094572,-0.14695,0.11859,0.48008,0.35948,0.38844,0.28347,0.16473,1.093,0.4145,0.2642,0.041931,0.075517,0.38272,0.39533,0.39773,0.37487,0.19065,-0.050036,-0.028125,-0.19819,-0.17051,-0.26816,-0.025701,-0.21878,0.0072099,0.068905,-0.15746,-0.10329,-0.076477,-0.25626,-0.047227,0.026895,-0.2042,-0.20348
31.497,-6.6076,1.7079,1,0.02524,-0.015673,0.042631,0.053951,0.060097,0.47079,0.11449,0.23426,0.37981,0.23902,0.49756,0.73621,0.66447,0.45709,0.63141,0.35148,0.26835,0.31359,0.13322,0.12087,0.0058859,0.17163,-0.15528,0.10086,0.48132,0.40693,0.38171,0.33104,0.095659,0.88106,0.44668,0.24862,0.079913,0.039438,0.36007,0.37969,0.26516,0.40933,0.24828,-0.01027,0.00017307,-0.20288,-0.13728,-0.28952,-0.041993,-0.24178,-0.0045775,0.061582,-0.10866,-0.094276,-0.044078,-0.2169,-0.066676,0.046232,-0.20155,-0.20404
31.662,-6.6117,1.7096,1,0.041967,-0.00033799,0.054622,0.079484,0.08382,0.42156,0.14012,0.28116,0.45796,0.25376,0.5342,0.73238,0.71424,0.44845,0.59969,0.24931,0.28579,0.30978,0.12205,0.10411,0.022335,0.21605,-0.16381,0.083118,0.45311,0.41024,0.35323,0.3212,0.026592,0.67077,0.41572,0.22632,0.087513,-0.027242,0.30144,0.34279,0.11544,0.40667,0.26024,0.028328,-0.017122,-0.22123,-0.1266,-0.31088,-0.042268,-0.26145,-0.030633,0.033479,-0.054913,-0.090264,-0.0042261,-0.17988,-0.071589,0.03882,-0.19891,-0.20357
31.833,-6.6477,1.7187,1,0.029026,0.027184,0.074437,0.09875,0.11288,0.38901,0.17045,0.32224,0.552,0.27242,0.52064,0.74519,0.76402,0.47833,0.56871,0.1826,0.3042,0.31506,0.14004,0.075727,0.0052566,0.22091,-0.17303,0.049203,0.39431,0.39611,0.2932,0.30723,0.038105,0.63797,0.36544,0.20469,0.049129,-0.088471,0.293,0.31801,0.0063839,0.40281,0.25802,0.049655,-0.053877,-0.24568,-0.14074,-0.32458,-0.031902,-0.2664,-0.057252,0.024025,-0.012588,-0.071129,0.04344,-0.15511,-0.066771,-0.0033903,-0.1547,-0.21232
31.998,-6.6461,1.7198,1,0.030515,0.073002,0.075774,0.078148,0.1463,0.33473,0.17879,0.37616,0.6294,0.2635,0.52173,0.70614,0.76236,0.50821,0.53346,0.16542,0.25016,0.3566,0.14274,0.046344,-0.003524,0.14876,-0.18224,0.0098197,0.27911,0.30281,0.22421,0.21662,0.049619,0.64168,0.29127,0.17741,-0.012589,-0.14897,0.31168,0.27305,-0.13557,0.35134,0.2558,0.037467,-0.07794,-0.27509,-0.19737,-0.33179,-0.021536,-0.27135,-0.072637,0.021785,-0.018228,-0.061008,0.070461,-0.13041,-0.05849,-0.037585,-0.10598,-0.22051
32.163,-6.6804,1.7297,1,0.039752,0.085247,0.075281,0.046051,0.15827,0.28046,0.19126,0.38532,0.64409,0.26348,0.52282,0.6985,0.76454,0.48282,0.5069,0.19158,0.21785,0.4433,0.13406,0.051921,-0.0040793,0.086518,-0.1775,-0.01326,0.18943,0.20951,0.18322,0.16256,0.066845,0.60779,0.2292,0.16791,-0.060795,-0.19293,0.3735,0.22018,-0.28726,0.31238,0.25139,0.025279,-0.085195,-0.28933,-0.22618,-0.33394,-0.010895,-0.26084,-0.064958,0.014173,-0.023867,-0.049429,0.087826,-0.10303,-0.041791,-0.056078,-0.037225,-0.21197
32.333,-6.6779,1.7291,1,0.03605,0.11802,0.081276,0.021802,0.17024,0.30217,0.18825,0.36917,0.65791,0.26358,0.46575,0.66301,0.7877,0.45689,0.46157,0.1959,0.1532,0.43005,0.10095,0.042118,-0.027842,0.047898,-0.17277,-0.030032,0.14449,0.13311,0.14226,0.10406,0.084071,0.48871,0.18542,0.14621,-0.11956,-0.21525,0.39394,0.1673,-0.25633,0.2363,0.24367,0.018851,-0.096339,-0.28998,-0.26015,-0.31075,0.011159,-0.25234,-0.053724,0.0065611,-0.031597,-0.050302,0.079495,-0.10075,-0.0061354,-0.043584,0.006483,-0.15677
32.499,-6.6887,1.7343,1,0.035042,0.14283,0.10915,0.032191,0.17593,0.32388,0.18523,0.33724,0.63291,0.26478,0.40869,0.63713,0.79247,0.46548,0.40752,0.21741,0.088857,0.39148,0.067837,0.028796,-0.055031,0.051368,-0.16559,-0.040958,0.11363,0.15991,0.13169,0.064952,0.1013,0.33489,0.15702,0.14277,-0.15665,-0.21417,0.40895,0.12214,-0.22539,0.19734,0.22814,0.012422,-0.10748,-0.27805,-0.27156,-0.27445,0.033213,-0.238,-0.041817,0.0083737,-0.035364,-0.052305,0.048927,-0.098469,0.027338,-0.0304,0.046024,-0.097497
32.664,-6.7135,1.7367,1,0.031339,0.15081,0.13803,0.042798,0.13922,0.31023,0.16524,0.30895,0.59127,0.26491,0.35358,0.61125,0.7804,0.46964,0.34795,0.17129,0.010408,0.29293,0.025942,-0.0040512,-0.08222,0.042237,-0.1461,-0.03173,0.082768,0.13511,0.091958,0.013362,0.1375,0.24498,0.10891,0.086178,-0.19934,-0.21309,0.32834,0.036347,-0.20349,0.13528,0.14984,0.0027159,-0.11237,-0.26613,-0.24662,-0.24399,0.050618,-0.23706,-0.022944,0.027511,-0.048043,-0.063298,0.01836,-0.081444,0.048535,-0.011393,0.040866,-0.058075
32.834,-6.7245,1.7395,1,0.014793,0.14928,0.17406,0.076105,0.09865,0.28813,0.16723,0.37723,0.56628,0.26614,0.31716,0.62657,0.78065,0.4738,0.32026,0.13334,-0.034377,0.19683,0.0033568,-0.035897,-0.11562,0.032973,-0.12048,-0.0068064,0.11536,0.1601,0.096685,0.0035662,0.15316,0.13364,0.060807,0.037312,-0.21869,-0.20861,0.22254,-0.068039,-0.18159,0.068484,0.071544,-0.0050793,-0.10044,-0.24161,-0.21361,-0.21638,0.045967,-0.23362,-0.015304,0.029434,-0.037756,-0.08073,-0.008322,-0.061743,0.065751,-0.029671,0.015864,-0.020403
32.999,-6.7335,1.7401,1,0.031252,0.15235,0.21192,0.10137,0.062086,0.26603,0.15494,0.41729,0.55608,0.28194,0.27863,0.64393,0.78091,0.51336,0.29519,0.087743,-0.079162,0.055574,-0.026122,-0.072673,-0.14518,-0.0035181,-0.095063,0.012278,0.14812,0.15958,0.074068,-0.0062296,0.19709,0.017381,0.021253,-0.028328,-0.2664,-0.20358,0.071098,-0.13234,-0.13036,0.013585,-0.0090555,-0.012875,-0.10503,-0.20088,-0.16898,-0.19033,0.041315,-0.21879,-0.015189,0.038854,-0.042667,-0.098161,-0.035004,-0.047555,0.082967,-0.047949,-0.0091373,-0.0037597
33.167,-6.7505,1.7421,1,0.073551,0.14327,0.23377,0.11878,0.025521,0.23651,0.14388,0.45734,0.56349,0.29761,0.23283,0.66764,0.75635,0.55292,0.31322,0.051444,-0.10242,-0.022047,-0.050679,-0.086712,-0.15092,-0.045646,-0.06965,0.029873,0.16942,0.18457,0.061953,-0.0040778,0.21588,-0.047495,-0.0016824,-0.076543,-0.29425,-0.19856,-0.054891,-0.19665,-0.079142,-0.033381,-0.10105,-0.047415,-0.11309,-0.17076,-0.14174,-0.16519,0.025251,-0.20417,-0.015074,0.045308,-0.048836,-0.10352,-0.05779,-0.042858,0.07335,-0.071753,-0.026215,-0.062569
33.33,-6.7436,1.7389,1,0.13053,0.12284,0.23375,0.11094,-0.032242,0.19139,0.12969,0.4974,0.54622,0.28493,0.18248,0.68175,0.73029,0.51582,0.33467,0.015144,-0.10426,-0.10817,-0.075235,-0.10191,-0.15273,-0.075982,-0.057471,0.036804,0.16054,0.093574,0.030813,0.031067,0.20583,-0.048765,-0.024617,-0.13449,-0.32277,-0.20917,-0.15348,-0.26095,-0.044139,-0.093574,-0.18192,-0.093595,-0.12116,-0.18484,-0.13109,-0.1421,0.0094501,-0.18963,-0.013107,0.047434,-0.064035,-0.11597,-0.083431,-0.059538,0.063733,-0.042216,-0.050737,-0.12138
33.5,-6.7461,1.74,1,0.17283,0.10242,0.23065,0.12793,-0.05729,0.1627,0.13426,0.56501,0.54486,0.26876,0.18493,0.67033,0.72102,0.46963,0.33411,0.0081241,-0.092981,-0.12713,-0.075368,-0.11755,-0.15454,-0.09155,-0.056918,0.02063,0.10911,0.070384,0.039835,0.15524,0.1528,-0.028707,-0.090321,-0.13905,-0.30238,-0.21977,-0.17066,-0.30473,-0.040769,-0.10858,-0.1431,-0.10077,-0.10039,-0.19891,-0.13962,-0.11901,0.006265,-0.1751,-0.014553,0.029269,-0.070204,-0.12968,-0.11205,-0.051397,0.040071,-0.031974,-0.059654,-0.15096
33.667,-6.7657,1.742,1,0.22823,0.09149,0.24519,0.15428,-0.078489,0.14245,0.13884,0.54462,0.5435,0.25608,0.15283,0.65292,0.71947,0.40515,0.31551,-0.00028356,-0.10226,-0.14608,-0.079519,-0.13346,-0.14896,-0.097065,-0.057835,-0.0043362,0.050635,0.021686,0.01334,0.27228,0.1203,0.013865,-0.15602,-0.13634,-0.30343,-0.20696,-0.1763,-0.2983,-0.037398,-0.090629,-0.10429,-0.092498,-0.077705,-0.21562,-0.14816,-0.062865,0.025136,-0.14226,-0.024903,0.017647,-0.091835,-0.13696,-0.13654,-0.050328,0.018968,0.012124,-0.047664,-0.17552
33.831,-6.768,1.7379,1,0.27419,0.095282,0.25972,0.18868,-0.086527,0.12736,0.15266,0.5901,0.54238,0.2544,0.14228,0.67437,0.73514,0.33639,0.29649,-0.0073039,-0.11155,-0.16503,-0.077064,-0.15343,-0.14724,-0.10546,-0.045419,0.0098109,0.033523,0.063704,0.0052459,0.28096,0.091375,0.00076255,-0.19434,-0.1216,-0.27611,-0.18912,-0.16175,-0.22486,-0.033493,-0.061675,-0.095505,-0.077917,-0.055311,-0.22688,-0.15323,-0.0117,0.044007,-0.11933,-0.045726,-0.0042398,-0.089341,-0.14473,-0.16891,-0.039351,0.0054998,0.056222,-0.025242,-0.18457
33.996,-6.7763,1.7411,1,0.31245,0.095412,0.20803,0.20827,-0.094566,0.11464,0.16525,0.63558,0.50589,0.25272,0.11596,0.71063,0.75082,0.28756,0.25092,-0.015323,-0.13174,-0.19503,-0.068188,-0.18316,-0.16489,-0.093896,-0.017165,0.01914,0.016412,0.080213,-0.02614,0.28213,0.093023,-0.020345,-0.23058,-0.12552,-0.24879,-0.17789,-0.1472,-0.21335,-0.029587,-0.050854,-0.1059,-0.060041,-0.030026,-0.23814,-0.1583,0.042511,0.062873,-0.086127,-0.066548,-0.029725,-0.11011,-0.15358,-0.18421,-0.056822,0.012562,0.10448,-0.0028201,-0.16372
34.166,-6.7703,1.7365,1,0.33602,0.1176,0.15479,0.22009,-0.0944,0.092834,0.1913,0.71153,0.49832,0.27828,0.094196,0.78034,0.728,0.2801,0.20756,-0.023343,-0.12,-0.19269,-0.065321,-0.17783,-0.17865,-0.11827,0.0060471,0.030733,-0.015036,0.151,-0.0023012,0.25785,0.12351,-0.070326,-0.26493,-0.10847,-0.25394,-0.14374,-0.13521,-0.23008,0.0082943,-0.026807,-0.11629,-0.033821,-0.0047403,-0.19714,-0.14678,0.085657,0.090835,-0.038972,-0.080817,-0.051611,-0.12231,-0.16242,-0.18188,-0.055183,0.019624,0.10489,0.031214,-0.14288
34.332,-6.7801,1.737,1,0.37309,0.11652,0.097347,0.20924,-0.094234,0.073304,0.20648,0.74186,0.48055,0.30833,0.067877,0.88279,0.70523,0.2775,0.17271,-0.01504,-0.10299,-0.19754,-0.076422,-0.15253,-0.18104,-0.11849,0.045097,0.061454,-0.0059274,0.21504,0.018419,0.15702,0.15035,-0.13395,-0.23871,-0.093856,-0.28663,-0.11177,-0.12448,-0.24687,0.046176,-0.025537,-0.16247,-0.022743,0.015822,-0.16118,-0.1204,0.15349,0.092577,0.014333,-0.095086,-0.051081,-0.13723,-0.1672,-0.17656,-0.064522,0.03695,0.1191,0.058316,-0.12673
34.497,-6.7906,1.7383,1,0.39547,0.11647,0.061402,0.15604,-0.074838,0.079629,0.22605,0.75792,0.49987,0.33378,0.068291,0.97803,0.70913,0.29318,0.17786,0.047348,-0.065798,-0.17912,-0.094439,-0.12696,-0.16888,-0.12435,0.087178,0.10534,0.0031808,0.27909,0.050353,0.041918,0.1772,-0.1783,-0.12152,-0.079245,-0.29789,-0.09787,-0.10632,-0.26215,0.024546,-0.021061,-0.20865,-0.0082684,0.056176,-0.12517,-0.083769,0.18463,0.094319,0.046848,-0.10242,-0.02881,-0.143,-0.16569,-0.17697,-0.056185,0.054276,0.10192,0.074282,-0.089146
34.667,-6.7951,1.7393,1,0.39421,0.095109,0.028255,0.12922,-0.068602,0.09621,0.23199,0.73497,0.51919,0.31172,0.06044,0.97418,0.69582,0.31253,0.1587,0.094489,-0.05294,-0.1553,-0.098776,-0.13798,-0.18075,-0.11002,0.12304,0.11595,-0.021936,0.25242,0.071073,0.032498,0.195,-0.16205,-0.11806,-0.074882,-0.30091,-0.10005,-0.10462,-0.33141,-0.021624,-0.043924,-0.23678,-0.00010491,0.10264,-0.12214,-0.070229,0.21111,0.088096,0.017575,-0.091764,0.0055077,-0.1603,-0.16552,-0.17204,-0.05492,0.063967,0.061547,0.066721,-0.063878
34.832,-6.7902,1.7396,1,0.33161,0.096142,0.080507,0.1172,-0.062366,0.12418,0.22242,0.71201,0.57596,0.28965,0.11704,0.94747,0.66927,0.31476,0.14175,0.13333,-0.040082,-0.13351,-0.090587,-0.14393,-0.14535,-0.13604,0.13074,0.12145,-0.047053,0.22403,0.11677,0.025754,0.20736,-0.1378,-0.11668,-0.057084,-0.29183,-0.077205,-0.12423,-0.33496,-0.063379,-0.042192,-0.23434,-0.012346,0.14138,-0.12224,-0.056688,0.18364,0.07275,-0.027937,-0.070489,0.046748,-0.11286,-0.16351,-0.17733,-0.050098,0.065297,0.011548,0.044837,-0.0428
34.998,-6.8115,1.742,1,0.33036,0.11561,0.13431,0.11276,-0.059595,0.19745,0.20252,0.70597,0.63103,0.26759,0.18115,0.87607,0.67632,0.3529,0.12259,0.15464,-0.074514,-0.10484,-0.074424,-0.14772,-0.16887,-0.14028,0.10907,0.10722,-0.055009,0.19782,0.10723,0.0037468,0.21488,-0.086406,-0.12695,-0.056763,-0.27642,0.010626,-0.16325,-0.21757,-0.1522,-0.04046,-0.2319,-0.041778,0.11467,-0.13814,-0.050878,0.11512,0.048043,-0.093156,-0.027064,0.10087,-0.097508,-0.15803,-0.13648,-0.080943,0.059244,-0.046428,0.022954,-0.037662
35.166,-6.8063,1.7426,1,0.27929,0.16508,0.17263,0.083142,-0.054885,0.27835,0.17343,0.73506,0.68039,0.27132,0.26839,0.79745,0.63498,0.39529,0.14411,0.19586,-0.057758,-0.091574,-0.059934,-0.14756,-0.095133,-0.1663,0.065868,0.092985,-0.062607,0.20795,0.1142,-0.020054,0.22664,-0.035666,-0.13533,-0.0030954,-0.25139,0.10064,-0.16102,-0.10018,-0.19895,-0.014465,-0.24158,-0.080893,0.077042,-0.15093,-0.048287,0.0066732,0.030949,-0.16453,0.016361,0.13825,-0.079543,-0.14826,-0.087598,-0.11179,0.064572,-0.060715,-0.0044622,-0.053754
35.333,-6.8306,1.7464,1,0.22822,0.21351,0.15877,0.083024,-0.069404,0.32577,0.16518,0.74343,0.67288,0.25996,0.36345,0.72654,0.53587,0.4262,0.16987,0.17833,-0.079702,-0.076969,-0.039428,-0.11653,-0.12594,-0.18919,0.017,0.065591,-0.070205,0.21809,0.10996,-0.038455,0.24146,-0.0041993,-0.16055,0.050572,-0.21585,0.14304,-0.1588,-0.035844,-0.23614,-0.012697,-0.2369,-0.12488,0.015892,-0.18003,-0.055944,-0.10177,-0.0071274,-0.21184,0.059246,0.16623,-0.089993,-0.14479,-0.044012,-0.15572,0.062813,-0.031006,-0.036229,-0.09512
35.499,-6.8146,1.7408,1,0.15868,0.23196,0.14212,0.056529,-0.077829,0.39121,0.16225,0.76683,0.66538,0.28565,0.36627,0.74965,0.43676,0.44771,0.21773,0.20785,-0.055085,-0.067766,-0.034768,-0.049172,-0.052212,-0.19236,-0.046227,0.026951,-0.086258,0.25681,0.14053,-0.05418,0.20693,0.029615,-0.096197,0.11017,-0.17864,0.16417,-0.11034,0.018316,-0.20438,0.016408,-0.22024,-0.1478,-0.051373,-0.20408,-0.074638,-0.19052,-0.05299,-0.19885,0.089863,0.1903,-0.10136,-0.13858,-0.0086987,-0.19965,0.061054,0.021888,-0.054901,-0.13649
35.664,-6.8229,1.7421,1,0.1505,0.21709,0.1178,0.030035,-0.086253,0.44997,0.1779,0.78984,0.66262,0.29624,0.31075,0.77473,0.37195,0.46418,0.2656,0.17733,-0.050473,-0.043888,-0.041123,-0.018911,-0.029543,-0.17509,-0.11119,-0.0065793,-0.08779,0.26115,0.16743,-0.065021,0.47836,0.054691,-0.04454,0.11528,-0.16343,0.16276,-0.082082,0.057586,-0.20793,0.020498,-0.20357,-0.1536,-0.1307,-0.23298,-0.10806,-0.23008,-0.10714,-0.19955,0.11886,0.21402,-0.15079,-0.12786,0.021805,-0.23011,0.03244,0.042987,-0.065744,-0.16007
35.834,-6.8419,1.7448,1,0.080963,0.15923,0.10527,0.040298,-0.078218,0.48811,0.22501,0.70923,0.68343,0.29368,0.24718,0.78934,0.36219,0.44474,0.28814,0.22547,-0.024938,-0.016036,-0.049441,-0.022074,0.052031,-0.13032,-0.13094,0.0028989,-0.076049,0.27338,0.19432,-0.026575,0.44868,0.055597,0.016882,0.12508,-0.13075,0.070688,0.037949,0.0041544,-0.18217,0.035504,-0.186,-0.11788,-0.14458,-0.25239,-0.14271,-0.22812,-0.16305,-0.20025,0.093183,0.18857,-0.16979,-0.12059,0.010986,-0.18495,0.014456,0.061691,-0.057366,-0.16364
36,-6.8694,1.7481,1,0.057646,0.094644,0.10668,0.073642,-0.077713,0.44997,0.26356,0.58624,0.70423,0.26212,0.1605,0.80395,0.41067,0.42929,0.33159,0.20735,-0.055858,0.037303,-0.05776,-0.028294,0.0019058,-0.11304,-0.14499,0.012377,-0.062668,0.23641,0.21056,0.013665,0.42889,0.049207,0.067797,0.074081,-0.13812,-0.021386,0.021426,-0.049185,-0.19847,0.035798,-0.16207,-0.09226,-0.15633,-0.26985,-0.18178,-0.21138,-0.21896,-0.1983,0.07397,0.16043,-0.17268,-0.11408,-0.0077769,-0.15883,-0.0035275,0.042886,-0.044421,-0.14553
36.165,-6.8528,1.7528,1,0.034329,0.036904,0.11784,0.11732,-0.077209,0.41945,0.27689,0.50562,0.7042,0.24567,0.097079,0.8812,0.49024,0.42532,0.34062,0.26532,-0.033416,0.07627,-0.056079,-0.042227,0.032291,-0.085393,-0.16784,-0.0081767,-0.050046,0.18903,0.21367,0.075203,0.40604,0.045794,0.05942,0.032737,-0.10561,-0.073437,0.0034998,-0.048895,-0.13982,0.036092,-0.1496,-0.059461,-0.16628,-0.27605,-0.22316,-0.22491,-0.21029,-0.20507,0.057271,0.15014,-0.14977,-0.10756,-0.0090599,-0.1112,-0.013342,0.0094378,-0.020852,-0.12685
36.33,-6.8861,1.7533,1,0.068291,0.015743,0.12899,0.15414,-0.082799,0.35551,0.27214,0.48883,0.70417,0.22111,0.11872,0.92262,0.52156,0.39298,0.34964,0.22007,-0.013596,0.11524,-0.045465,-0.05616,0.024163,-0.077466,-0.18968,-0.017484,-0.036283,0.11498,0.19318,0.12955,0.42531,0.02919,0.051042,0.047792,-0.082988,-0.087125,-0.044193,-0.046383,-0.1457,0.017808,-0.10587,-0.0549,-0.17623,-0.272,-0.25359,-0.25199,-0.18586,-0.21184,0.05284,0.13986,-0.12971,-0.10194,-0.0089642,-0.017552,-0.023156,-0.024011,0.0027165,-0.1179
36.495,-6.8879,1.7554,1,0.10225,0.041128,0.1712,0.17539,-0.058543,0.30242,0.26431,0.47242,0.68343,0.2316,0.20666,0.89295,0.53181,0.36287,0.35461,0.26114,0.036084,0.16995,0.04688,-0.020323,0.043067,-0.010918,-0.19746,-0.036941,-0.016342,0.074133,0.17468,0.17634,0.14067,0.050278,0.075303,0.11733,-0.043638,-0.089776,0.067549,-0.053027,-0.17969,-0.010575,-0.062137,-0.043165,-0.1331,-0.22892,-0.26942,-0.26127,-0.14994,-0.20996,0.039018,0.11142,-0.11318,-0.093631,0.0019173,0.066141,-0.018826,-0.039494,-0.0012724,-0.12255
36.665,-6.8998,1.7588,1,0.11604,0.041208,0.1409,0.15988,-0.012314,0.20609,0.22562,0.46418,0.64654,0.2504,0.3249,0.86695,0.52239,0.36751,0.38079,0.24108,0.070347,0.21528,0.16638,0.0018938,0.042504,0.030485,-0.20683,-0.077122,0.029877,0.023697,0.14776,0.18157,0.16198,0.090715,0.099564,0.17098,-0.015866,-0.073357,0.10095,-0.067444,-0.22963,-0.029153,-0.0426,-0.029607,-0.089978,-0.1876,-0.26745,-0.26636,-0.11731,-0.22514,0.01794,0.10949,-0.11016,-0.099883,-0.0032638,0.092509,-0.022375,-0.060389,-0.024575,-0.11409
36.831,-6.9023,1.7604,1,0.11304,0.048778,0.119,0.14958,0.056439,0.19394,0.20907,0.47492,0.61415,0.28536,0.44314,0.83171,0.5537,0.36817,0.36437,0.26736,0.11447,0.26015,0.2722,0.023222,0.059689,0.12666,-0.22071,-0.1173,0.076095,-0.0049077,0.12622,0.19332,0.15351,0.1588,0.11778,0.21069,0.048912,-0.04643,0.23507,-0.07418,-0.27958,-0.03985,-0.031726,0.00043482,-0.095036,-0.15095,-0.26105,-0.27101,-0.083681,-0.24931,-0.009599,0.10755,-0.11643,-0.095999,0.0027126,0.13791,-0.012758,-0.084952,-0.052351,-0.076132
